Title,Authors,Co-authors,Editors,Illustrators,Publisher,Edition,Year,Volume,ISBN,ISBN13,ISSN,"Call No",Category,Subject,Type,Description,Tags,Series
"Tenunan Tradisional Sutra Mandar di Sulawesi Barat","Drs. Shaifruddin Bahrum, MA; Dalif Anwar, SS",,,,"Departemen Kebudayaan dan Pariwisata",,2009,,,9786028099165,,B2,,,Book,,,
"terre de création",,,,,SOMOGY,SOMOGY,,,2757203967,9782757203965,,J1,Unknown,,Book,,,
"The [Un]Real. Ke[tidak]nyataan","Jim Supangkat",,,,"Galeri nasional Indonesia",1,2007,,,,,K1,Art,,Publication,,,
"The 10,000 Year Explosion: How Civilization Accelerated Human Evolution","Gregory Cochran; Henry Harpending",,,,"Basic Books",Reprint,2010,,0465020429,9780465020423,,G2,Unknown,,Book,"<div><B>Resistance to malaria. Blue eyes. Lactose tolerance. What do all of these traits have in common? Every one of them has emerged in the last 10,000 years.</B><BR><BR>Scientists have long believed that the great leap forward” that occurred some 40,000 to 50,000 years ago in Europe marked end of significant biological evolution in humans. In this stunningly original account of our evolutionary history, top scholars Gregory Cochran and Henry Harpending reject this conventional wisdom and reveal that the human species has undergone a storm of genetic change much more recently. Human evolution in fact accelerated after civilization arose, they contend, and these ongoing changes have played a pivotal role in human history. They argue that biology explains the expansion of the Indo-Europeans, the European conquest of the Americas, and European Jews' rise to intellectual prominence. In each of these cases, the key was recent genetic change: adult milk tolerance in the early Indo-Europeans that allowed for a new way of life, increased disease resistance among the Europeans settling America, and new versions of neurological genes among European Jews.<BR><BR>Ranging across subjects as diverse as human domestication, Neanderthal hybridization, and IQ tests, Cochran and Harpending's analysis demonstrates convincingly that human genetics have changed and can continue to change much more rapidly than scientists have previously believed. A provocative and fascinating new look at human evolution that turns conventional wisdom on its head, <I>The 10,000 Year Explosion</I> reveals the ongoing interplay between culture and biology in the making of the human race.</div> - from Amzon","Civilization & Culture, Biological Sciences, Genetics",
"The American city. Translation of La città americana dalla guerra civile al New Deal","Giorgio Ciucci",,,,"MIT Press",,1979,,0262030691,9780262030694,,E1,Unknown,,Book,,,
"The Analects",Confucius,,,,"Everyman's Library","New Ed",,,1857151844,9781857151848,,I1,Unknown,,Book,,"Literary, Encyclopedias & Subject Guides, Religion & Spirituality, Eastern",
"The Angelica Home Kitchen: Recipes and Rabble Rousings from an Organic Vegan Restaurant","Leslie McEachern; Peter Berley",,,,"Roundtable Publishing",1st,2000,,0970302401,9780970302403,,G3,"Vegetarian Cookery",,Book,"The Angelica Home Kitchen cookbook with recipes from an organic vegan restaurant.  Recipe Development with Chep Peter Berley. - from Amzon",,
"The Architecture of the City (Oppositions Books)","Aldo Rossi",,,,"The MIT Press",Reprint,1984,,0954836618,9780954836610,,F1,Unknown,,Book,"<p>Aldo Rossi, a practicing architect and leader of the Italian architectural movement  <i>La Tendenza</i>, is also one of the most influential theorists writing today.  <i>The Architecture of the City</i> is his major work of architectural and urban theory. In part a protest against functionalism and the Modern Movement, in part an attempt to restore the craft of architecture to its position as the only valid object of architectural study, and in part an analysis of the rules and forms of the city's construction, the book has become immensely popular among architects and design students.</p> - from Amzon","Buildings, Urban & Land Use Planning, Architecture, Architecture",
"The Architecture of the City. (Oppositions books)","Aldo Rossi",,,,"MIT Press",,1982,,0262181010,9780262181013,,F1,Unknown,,Book,,,
"The Army and the Indonesian Genocide: Mechanics of Mass Murder (Rethinking Southeast Asia)","Jess Melvin",,,,Routledge,1,2018,,1138347973,9781138347977,,"Irvan Pulungan",Unknown,,Book,"<P>For the past half century, the Indonesian military has depicted the 1965-66 killings, which resulted in the murder of approximately one million unarmed civilians, as the outcome of a spontaneous uprising. This formulation not only denied military agency behind the killings, it also denied that the killings could ever be understood as a centralised, nation-wide campaign.</P> <P>Using documents from the former Indonesian Intelligence Agency’s archives in Banda Aceh this book shatters the Indonesian government’s official propaganda account of the mass killings and proves the military’s agency behind those events. This book tells the story of the 3,000 pages of top-secret documents that comprise the Indonesian genocide files. Drawing upon these orders and records, along with the previously unheard stories of 70 survivors, perpetrators, and other eyewitness of the genocide in Aceh province it reconstructs, for the first time, a detailed narrative of the killings using the military’s own accounts of these events. This book makes the case that the 1965-66 killings can be understood as a case of genocide, as defined by the 1948 Genocide Convention. </P> <P>The first book to reconstruct a detailed narrative of the genocide using the army’s own records of these events, it will be of interest to students and academics in the field of Southeast Asian Studies, History, Politics, the Cold War, Political Violence and Comparative Genocide.</P> - from Amzon","Ethnic Studies, Social Sciences, politics, military, Indonesia",
"The art of Charlie Chan Hock Chye","Liew, Sonny",,,,"Epigram Books","First edition.",2015,,,9789810731069,,Marco,Unknown,,Book,,"Politics and government, Comic books, strips, etc., Economic conditions, Singapore",
"The Art of Construction: Projects and Principles for Beginning Engineers & Architects (Ziggurat Book)","Mario Salvadori",,,,"Chicago Review Press",Subsequent,2000,,1556520808,9781556520808,,J2,Unknown,,Book,"<div><div>Students discover the basic principles necessary to build all types of structures used in everyday life including bridges, skyscrapers, and other architectural gems. Line art illustrations help to explain projects that demonstrate how these principles keep structures solid. Perfect for kids who wonder why, and love to figure things out! All projects are easily done with materials found around-the-house.</div></div> - from Amzon","Arts, Music & Photography, Civil & Environmental",
"The Asia Pacific Region SPEAKS",,,,,Pelangi,1,2000,,9799621100,,,B22,Ecology,,Book,,,
"The Asia Pacific Region Speaks. Perspectives on Climate Change",,,,,Pelangi,,2000,,7979621100,,,B1,,,Book,,,
"The Atheist",,,,,Lontar,,2015,,,,,L3,"Philosophy, History",,Book,,,
"The Beautiful Years (Helen Exley Giftbooks)","Helen Exley",,,,"Helen Exley Giftbooks",Box,2006,,1861876556,9781861876553,,Marco,Unknown,,Book,"This beautiful book is filled with 368 pages of the best quotes on growing older. It comes in a matching slipcase making it a perfect gift to give to someone very special. - from Amzon","Personal Transformation, Humor, Aging, Parenting & Relationships, Quotations, Religion & Spirituality, Social Sciences, Reference",
"The Bike Sharing Planning Guide",,,,,"Institute of Transportation & Development Policy ",,,,,,,,Education,,Book,,,
"The Birth of Modern City Planning: City Planning According to Artistic Principles","Camillo Sitte",,,,Rizzoli,"First American PB Edition",1986,,0847805565,9780847805563,,E1,Unknown,,Book,"Originally published in 1889 in Austria as Der StadteBau, Camillo Sitte's classic work revolutionized city planning. - from Amzon","Individual Architects & Firms, Buildings, City Planning & Urban Development",
"The Bitter Fruit of Oil Palm: Dispossession and Deforestation",,,,,"World Rainforest Movement",,2001,,9974760844,,,B1,,,Book,,,
"The Blue Economy: 10 Years, 100 Innovations, 100 Million Jobs","Gunter A. Pauli",,,,"Paradigm Publications",,2010,,0912111909,9780912111902,,G1,Unknown,,Book,"Dr. Gunter Pauli is challenging the green movement he has been so much a part of to do better, to do more. He is the entrepreneur who launched Ecover; those products are probably in many of your homes. He built the largest ecologically-sound factory in the world. His participation in the Club of Rome and the founding of Zero Emissions Research Institute (ZERI) has made an immense contribution to sustainability both in terms of research, public awareness and articulating a visionary direction. He has dedicated himself to teaching and the hands-on implementation of projects that have brought healthy environments, good nutrition, health care and jobs in sustainable commerce to a myriad of places in the world. - from Amzon","Environmental Economics, Sustainable Development, Economics, Natural Resources, Economics, Business Development, International Business",
"The Boat and the City: Chinese Diaspora and the Architecture of Southeast Asian Coastal Cities","Johannes Widodo",,,,"Cavendish Square Publishing",,2004,,9812102531,9789812102539,,I2,Unknown,,Book,"The series Chinese Diaspora and Southeast Asian Coastal Cities adopts an interdisciplinary approach to the materiality of culture from architectural, geographical, sociological, anthropological, cultural, political and other perspectives. Through the knowledge obtained from the tangible living environment, the series aims to increase recognition and promotion of the value of integration of Southeast Asian cultural diversity. The first set of monographs in the series focuses on Indonesia (coastal cities of Semarang, Palembang, Pontianak, Tegal) and will be published in 2005. Subsequent sets of monographs, to be published in 2006 and beyond, will focus on coastal cities of Vietnam, Cambodia, the Philippines, Thailand, Malaysia, Brunei, Myanmar and Singapore. The Singapore Chinese Heritage Centre is a non-profit international institution with a special focus on the history and culture of the Chinese Diaspora. The keynote of a monograph series by the Singapore Chinese Heritage Centre, Th - from Amzon","History, Emigration & Immigration, Urban",
"The BRT Standard",,,,,ITDP,,2012,,,,,D1,,,Publication,,,
"The Bus Rapid Transit Standard",,,,,,,,,,,,C2,Design,,Book,,,
"The Carbon-free City Handbook","Rocky Mountain Institute",,,,"Rocky Mountain Institute",1,2017,,,,,G2,"Ecological Design",,Publication,,,
"The Ciliwung River Project",,,,,"Future Cities Laboratory",,2015,,,,,F2,,,Publication,,,
"The City Assembled: The Elements of Urban Form Through History","Spiro Kostof; Greg Castillo; Illustrator-Richard Tobias",,,,"Thames & Hudson ","Ist A",1992,,0500341249,9780500341247,,E1,Unknown,,Book,"Kostof follows The City Shaped with a brilliant study of the component parts that make up urban life. All cities consist of certain basic elements--streets, parks, public places, and boundaries--and it is to these day-to-day pieces of urban experience that this book turns, providing a fascinating understanding of walls, fortifications, placement of green space, and the fringe areas where city and country meet. Illustrations. - from Amzon","Architecture, Architecture, Urban Planning & Development",
"The City Cultures Reader (Routledge Urban Reader Series)",,,,,Routledge,1,2000,,0415207339,9780415207331,,D1,Unknown,,Book,"One of the many important occassions marked by the new millenium is the fact that for the first time, a majority of the  human inhabitants of the Earth will dwell in cities. This is a collection of 60 texts on the cultural aspects, frameworks and perceptions of cities, reflecting the concerns for diversity and difference, rather than conventional notions of universaility. The City Cultures Reader is organised into twelve sections drawing on material from cultural studies, architectural criticism and theory, cultural and human geography, urban design and critical theory. Topics covered include city form, city cultures in relation to politics and economics, every day life, memeory and identity, cultural  representation, ecology, social justice, resistance, utopian and dystopian visions, and possible futures. This exciting collection of readings draws out the comparisons and contrasts by the juxtaposition of texts in each section, and adding a critical and informative dimension thorugh the general and section introductions. Jane Jacobs, Indra Kagis McEwan, Rem Koolhaas, S.Buis, Edward Robbins, Ken-ichi Saskia, Murray Bookchin, David Harvey, Saskia Sassen, Jonathan Charley,  Jane M. Jacobs, Jeremy Seabrook, Sharon Zukin, T - from Amzon","Urban & Land Use Planning, Regional, Human Geography, Urban, Schools & Teaching, Architecture, Earth Sciences, Geography, Sociology",
"The City Cultures Reader (Routledge Urban Reader Series)",,,,,Routledge,1,2000,,0415207347,9780415207348,,D1,Unknown,,Book,"<EM>City Cultures Reader</EM> is an outstanding collection of 60 texts, focussing on the cultural aspects, frameworks and perceptions of cities. Organised into twelve sections this text draws on material from cultural studies, architectural criticism and theory, cultural and human geography, urban design and critical theory. This exciting collection of readings draws out the comparisons and contrasts of the city by the juxtaposition of texts in each section. The excellent line up of contributors discuss a variety of current issues including:<BR>· utopian and dystopian visions <BR>· ecology<BR>· social justice<BR>· city form<BR>· possible futures.<BR>· every day life<BR> - from Amzon","Urban & Land Use Planning, Regional, Human Geography, Urban, Schools & Teaching, Architecture, Earth Sciences, Geography, Sociology",
"The City in History (Peregrine Books)","Lewis Mumford",,,,"Penguin Books Ltd","New Ed",1987,,0140552243,9780140552249,,E2,Unknown,,Book,"Vast, organic and profound, THE CITY IN HISTORY is Lewis Mumford's crowning achievement.  In it he traces the evolution of towns, from the primitive cave-shrines and burial tombs of palaeolithic man to the spawling megalopolis of today.  But his book is more than history; it is both panoramic overview and sharply focused analysis of the city and all its glorious manifestations; the arts, architecture, crafts, religions, laws, pastimes, and politics that have created, and been created by, the city. - from Amzon","History, Archaeology",
"The City Reader (Routledge Urban Reader Series)",,,,,Routledge,2,1999,,0415190711,9780415190718,,E1,Unknown,,Book,"The second edition of <EM>The City Reader</EM> brings together the very best writing on the city. Fifty-five generous selections are included: thirty from the first edition and twenty-five entirely new ones. Each piece is introduced with a brief intellectual biography and a review of the authors writings and related literature, and an explanation of how the piece fits into the broader context of urban history and practice, competing ideological perspectives on the city, and the major current debates concerning race and gender, global restructuring, sustainable urban development, the impact of technology and postmodernism. - from Amzon","Urban & Land Use Planning, Civil & Environmental, Geography, Human Geography, Urban, Regional Planning, Civil Engineering, Architecture, Earth Sciences, Geography, Public Policy, Sociology",
